Timestamp,X,Y
2025-04-12 23:26:04.478128,1374,601
2025-04-12 23:26:04.497980,1374,601
2025-04-12 23:26:04.501980,1374,601
2025-04-12 23:26:04.511532,1374,601
2025-04-12 23:26:04.522584,1374,601
2025-04-12 23:26:04.531583,1374,601
2025-04-12 23:26:04.541596,1374,601
2025-04-12 23:26:04.552067,1374,601
2025-04-12 23:26:04.562083,1374,601
2025-04-12 23:26:04.572071,1374,601
2025-04-12 23:26:04.581976,1374,601
2025-04-12 23:26:04.591522,1374,601
2025-04-12 23:26:04.601595,1374,601
2025-04-12 23:26:04.611945,1374,601
2025-04-12 23:26:04.621754,1374,601
2025-04-12 23:26:04.632326,1374,601
2025-04-12 23:26:04.641659,1374,601
2025-04-12 23:26:04.651657,1374,601
2025-04-12 23:26:04.661674,1374,601
2025-04-12 23:26:04.671673,1374,601
2025-04-12 23:26:04.681703,1374,601
2025-04-12 23:26:04.692379,1374,601
2025-04-12 23:26:04.702377,1374,601
2025-04-12 23:26:04.712384,1374,601
2025-04-12 23:26:04.722389,1374,601
2025-04-12 23:26:04.732388,1374,601
2025-04-12 23:26:04.741954,1374,601
2025-04-12 23:26:04.751954,1374,601
2025-04-12 23:26:04.761943,1374,601
2025-04-12 23:26:04.771951,1374,601
2025-04-12 23:26:04.781957,1374,601
2025-04-12 23:26:04.791497,1374,601
2025-04-12 23:26:04.801509,1374,601
2025-04-12 23:26:04.811497,1374,601
2025-04-12 23:26:04.822495,1374,601
2025-04-12 23:26:04.831499,1374,601
2025-04-12 23:26:04.841493,1374,601
2025-04-12 23:26:04.851518,1374,601
2025-04-12 23:26:04.861491,1374,601
2025-04-12 23:26:04.871518,1374,601
2025-04-12 23:26:04.881531,1374,601
2025-04-12 23:26:04.892088,1374,601
2025-04-12 23:26:04.902090,1374,601
2025-04-12 23:26:04.912102,1374,601
2025-04-12 23:26:04.922103,1374,601
2025-04-12 23:26:04.932097,1374,601
2025-04-12 23:26:04.942096,1374,601
2025-04-12 23:26:04.952102,1374,601
2025-04-12 23:26:04.962103,1374,601
2025-04-12 23:26:04.973100,1374,601
2025-04-12 23:26:04.982129,1374,601
2025-04-12 23:26:04.991704,1374,601
2025-04-12 23:26:05.001728,1374,601
2025-04-12 23:26:05.011708,1374,601
2025-04-12 23:26:05.021720,1374,601
2025-04-12 23:26:05.032709,1374,601
2025-04-12 23:26:05.041711,1374,601
2025-04-12 23:26:05.051714,1374,601
2025-04-12 23:26:05.061721,1374,601
2025-04-12 23:26:05.071718,1374,601
2025-04-12 23:26:05.081731,1374,601
2025-04-12 23:26:05.092303,1374,601
2025-04-12 23:26:05.102289,1374,601
2025-04-12 23:26:05.112409,1374,601
2025-04-12 23:26:05.122304,1374,601
2025-04-12 23:26:05.132286,1374,601
2025-04-12 23:26:05.142283,1374,601
2025-04-12 23:26:05.152304,1374,601
2025-04-12 23:26:05.162294,1374,601
2025-04-12 23:26:05.172292,1374,601
2025-04-12 23:26:05.182297,1374,601
2025-04-12 23:26:05.191864,1374,601
2025-04-12 23:26:05.201871,1374,601
2025-04-12 23:26:05.211879,1374,601
2025-04-12 23:26:05.221872,1374,601
2025-04-12 23:26:05.231862,1374,601
2025-04-12 23:26:05.241862,1374,601
2025-04-12 23:26:05.251861,1374,601
2025-04-12 23:26:05.261873,1374,601
2025-04-12 23:26:05.271874,1374,601
2025-04-12 23:26:05.281888,1374,601
2025-04-12 23:26:05.291435,1374,601
2025-04-12 23:26:05.301419,1374,601
2025-04-12 23:26:05.311422,1374,601
2025-04-12 23:26:05.321420,1374,601
2025-04-12 23:26:05.331435,1374,601
2025-04-12 23:26:05.341433,1374,601
2025-04-12 23:26:05.351432,1374,601
2025-04-12 23:26:05.361438,1374,601
2025-04-12 23:26:05.371422,1374,601
2025-04-12 23:26:05.382460,1374,601
2025-04-12 23:26:05.391996,1374,601
2025-04-12 23:26:05.401993,1374,601
2025-04-12 23:26:05.412247,1374,601
2025-04-12 23:26:05.422251,1374,601
2025-04-12 23:26:05.432246,1374,601
2025-04-12 23:26:05.442240,1374,601
2025-04-12 23:26:05.455246,1362,609
2025-04-12 23:26:05.462258,1347,619
2025-04-12 23:26:05.473246,1319,642
2025-04-12 23:26:05.482279,1304,652
2025-04-12 23:26:05.491823,1286,666
2025-04-12 23:26:05.501832,1257,687
2025-04-12 23:26:05.511813,1244,695
2025-04-12 23:26:05.522805,1215,722
2025-04-12 23:26:05.531803,1199,740
2025-04-12 23:26:05.542807,1163,784
2025-04-12 23:26:05.551804,1144,809
2025-04-12 23:26:05.562806,1119,845
2025-04-12 23:26:05.572816,1108,867
2025-04-12 23:26:05.582846,1091,908
2025-04-12 23:26:05.594387,1086,929
2025-04-12 23:26:05.604388,1085,941
2025-04-12 23:26:05.617395,1087,980
2025-04-12 23:26:05.622385,1087,980
2025-04-12 23:26:05.635411,1097,999
2025-04-12 23:26:05.645411,1113,1016
2025-04-12 23:26:05.653417,1122,1022
2025-04-12 23:26:05.662405,1134,1027
2025-04-12 23:26:05.673390,1186,1036
2025-04-12 23:26:05.682410,1202,1035
2025-04-12 23:26:05.691960,1241,1018
2025-04-12 23:26:05.701962,1269,1001
2025-04-12 23:26:05.711959,1338,956
2025-04-12 23:26:05.723963,1369,930
2025-04-12 23:26:05.732963,1429,865
2025-04-12 23:26:05.743963,1453,832
2025-04-12 23:26:05.751964,1476,799
2025-04-12 23:26:05.762956,1505,740
2025-04-12 23:26:05.771958,1509,715
2025-04-12 23:26:05.781985,1507,654
2025-04-12 23:26:05.791510,1503,631
2025-04-12 23:26:05.801526,1490,588
2025-04-12 23:26:05.811544,1482,572
2025-04-12 23:26:05.821523,1472,557
2025-04-12 23:26:05.831528,1438,538
2025-04-12 23:26:05.841523,1411,539
2025-04-12 23:26:05.851528,1355,568
2025-04-12 23:26:05.861527,1305,610
2025-04-12 23:26:05.871531,1239,670
2025-04-12 23:26:05.881545,1211,711
2025-04-12 23:26:05.895073,1168,783
2025-04-12 23:26:05.902083,1157,803
2025-04-12 23:26:05.912085,1144,841
2025-04-12 23:26:05.922085,1144,860
2025-04-12 23:26:05.932069,1151,885
2025-04-12 23:26:05.942072,1158,895
2025-04-12 23:26:05.952082,1169,902
2025-04-12 23:26:05.962082,1207,920
2025-04-12 23:26:05.972069,1217,924
2025-04-12 23:26:05.982092,1266,923
2025-04-12 23:26:05.991626,1318,913
2025-04-12 23:26:06.001645,1392,889
2025-04-12 23:26:06.011658,1435,866
2025-04-12 23:26:06.021655,1494,836
2025-04-12 23:26:06.031643,1507,826
2025-04-12 23:26:06.042643,1519,806
2025-04-12 23:26:06.051646,1525,795
2025-04-12 23:26:06.061651,1535,762
2025-04-12 23:26:06.071641,1538,744
2025-04-12 23:26:06.081665,1542,722
2025-04-12 23:26:06.092222,1543,693
2025-04-12 23:26:06.102214,1543,681
2025-04-12 23:26:06.112199,1541,663
2025-04-12 23:26:06.122200,1537,652
2025-04-12 23:26:06.132391,1526,625
2025-04-12 23:26:06.142030,1516,601
2025-04-12 23:26:06.152016,1498,569
2025-04-12 23:26:06.161955,1481,555
2025-04-12 23:26:06.171948,1429,524
2025-04-12 23:26:06.181958,1398,520
2025-04-12 23:26:06.191474,1368,521
2025-04-12 23:26:06.201491,1264,565
2025-04-12 23:26:06.211490,1224,590
2025-04-12 23:26:06.221459,1120,694
2025-04-12 23:26:06.231511,1077,737
2025-04-12 23:26:06.242944,1001,829
2025-04-12 23:26:06.251946,978,862
2025-04-12 23:26:06.261942,932,946
2025-04-12 23:26:06.271944,926,962
2025-04-12 23:26:06.282960,922,993
2025-04-12 23:26:06.291487,925,1007
2025-04-12 23:26:06.301503,931,1020
2025-04-12 23:26:06.313504,957,1047
2025-04-12 23:26:06.321507,972,1058
2025-04-12 23:26:06.334506,1015,1080
2025-04-12 23:26:06.341504,1042,1092
2025-04-12 23:26:06.351509,1120,1113
2025-04-12 23:26:06.361505,1138,1116
2025-04-12 23:26:06.372500,1195,1128
2025-04-12 23:26:06.381532,1215,1129
2025-04-12 23:26:06.391523,1299,1134
2025-04-12 23:26:06.401715,1329,1133
2025-04-12 23:26:06.411680,1402,1124
2025-04-12 23:26:06.421681,1438,1117
2025-04-12 23:26:06.431699,1458,1114
2025-04-12 23:26:06.441694,1536,1083
2025-04-12 23:26:06.451703,1557,1071
2025-04-12 23:26:06.461700,1600,1037
2025-04-12 23:26:06.471680,1609,1024
2025-04-12 23:26:06.482012,1629,978
2025-04-12 23:26:06.491578,1637,927
2025-04-12 23:26:06.501594,1636,868
2025-04-12 23:26:06.512092,1633,810
2025-04-12 23:26:06.522067,1621,717
2025-04-12 23:26:06.532067,1614,665
2025-04-12 23:26:06.542064,1605,604
2025-04-12 23:26:06.552069,1599,568
2025-04-12 23:26:06.562065,1595,545
2025-04-12 23:26:06.572068,1587,515
2025-04-12 23:26:06.582077,1582,502
2025-04-12 23:26:06.592606,1571,488
2025-04-12 23:26:06.601605,1560,480
2025-04-12 23:26:06.612602,1526,458
2025-04-12 23:26:06.621600,1492,439
2025-04-12 23:26:06.631610,1450,412
2025-04-12 23:26:06.641617,1439,404
2025-04-12 23:26:06.651607,1427,398
2025-04-12 23:26:06.661604,1399,384
2025-04-12 23:26:06.671614,1393,382
2025-04-12 23:26:06.681615,1376,379
2025-04-12 23:26:06.691625,1371,380
2025-04-12 23:26:06.701938,1356,387
2025-04-12 23:26:06.711952,1329,409
2025-04-12 23:26:06.721940,1329,409
2025-04-12 23:26:06.731934,1329,409
2025-04-12 23:26:06.741999,1329,409
2025-04-12 23:26:06.751610,1329,409
2025-04-12 23:26:06.761595,1329,409
2025-04-12 23:26:06.772025,1329,409
2025-04-12 23:26:06.781626,1329,409
2025-04-12 23:26:06.791625,1329,409
2025-04-12 23:26:06.801720,1329,409
2025-04-12 23:26:06.811727,1329,409
2025-04-12 23:26:06.821892,1329,409
2025-04-12 23:26:06.831720,1329,409
2025-04-12 23:26:06.841872,1329,409
2025-04-12 23:26:06.851731,1329,409
2025-04-12 23:26:06.861870,1329,409
2025-04-12 23:26:06.872196,1329,409
2025-04-12 23:26:06.882199,1329,409
2025-04-12 23:26:06.891744,1329,409
2025-04-12 23:26:06.901720,1329,409
2025-04-12 23:26:06.911724,1329,409
2025-04-12 23:26:06.922144,1329,409
2025-04-12 23:26:06.932213,1329,409
2025-04-12 23:26:06.942235,1329,409
2025-04-12 23:26:06.951746,1329,409
2025-04-12 23:26:06.962300,1329,409
2025-04-12 23:26:06.971615,1329,409
2025-04-12 23:26:06.982075,1329,409
2025-04-12 23:26:06.992086,1329,409
2025-04-12 23:26:07.001766,1329,409
2025-04-12 23:26:07.012001,1329,409
2025-04-12 23:26:07.021664,1329,409
2025-04-12 23:26:07.032145,1329,409
2025-04-12 23:26:07.042139,1329,409
2025-04-12 23:26:07.052160,1325,436
2025-04-12 23:26:07.061917,1323,470
2025-04-12 23:26:07.071926,1323,543
2025-04-12 23:26:07.082949,1327,586
2025-04-12 23:26:07.092480,1334,633
2025-04-12 23:26:07.101890,1366,717
2025-04-12 23:26:07.112004,1384,749
2025-04-12 23:26:07.122437,1418,802
2025-04-12 23:26:07.131437,1448,836
2025-04-12 23:26:07.141509,1476,859
2025-04-12 23:26:07.151637,1496,866
2025-04-12 23:26:07.162640,1535,873
2025-04-12 23:26:07.172255,1541,873
2025-04-12 23:26:07.182269,1569,863
2025-04-12 23:26:07.192777,1593,850
2025-04-12 23:26:07.201788,1626,826
2025-04-12 23:26:07.212279,1673,776
2025-04-12 23:26:07.222347,1694,744
2025-04-12 23:26:07.232365,1716,695
2025-04-12 23:26:07.241622,1728,654
2025-04-12 23:26:07.252630,1748,554
2025-04-12 23:26:07.262003,1753,520
2025-04-12 23:26:07.272457,1755,449
2025-04-12 23:26:07.281465,1757,423
2025-04-12 23:26:07.293876,1751,389
2025-04-12 23:26:07.302307,1748,366
2025-04-12 23:26:07.312310,1741,334
2025-04-12 23:26:07.322030,1732,310
2025-04-12 23:26:07.331637,1722,295
2025-04-12 23:26:07.341805,1701,272
2025-04-12 23:26:07.351816,1680,263
2025-04-12 23:26:07.362478,1617,266
2025-04-12 23:26:07.371555,1589,281
2025-04-12 23:26:07.381449,1497,353
2025-04-12 23:26:07.391446,1451,394
2025-04-12 23:26:07.402224,1359,503
2025-04-12 23:26:07.411460,1322,563
2025-04-12 23:26:07.421405,1284,627
2025-04-12 23:26:07.431813,1245,728
2025-04-12 23:26:07.441824,1233,769
2025-04-12 23:26:07.451449,1231,828
2025-04-12 23:26:07.462263,1232,854
2025-04-12 23:26:07.472064,1254,935
2025-04-12 23:26:07.482081,1280,979
2025-04-12 23:26:07.491435,1310,1015
2025-04-12 23:26:07.501991,1340,1038
2025-04-12 23:26:07.511706,1377,1060
2025-04-12 23:26:07.523315,1394,1069
2025-04-12 23:26:07.531450,1414,1074
2025-04-12 23:26:07.542630,1440,1075
2025-04-12 23:26:07.552171,1461,1070
2025-04-12 23:26:07.563757,1474,1061
2025-04-12 23:26:07.572768,1493,1040
2025-04-12 23:26:07.581777,1540,983
2025-04-12 23:26:07.591777,1567,946
2025-04-12 23:26:07.602167,1592,899
2025-04-12 23:26:07.612156,1606,865
2025-04-12 23:26:07.621655,1620,823
2025-04-12 23:26:07.632655,1622,797
2025-04-12 23:26:07.642056,1626,770
2025-04-12 23:26:07.652176,1628,740
2025-04-12 23:26:07.662154,1629,732
2025-04-12 23:26:07.672384,1629,717
2025-04-12 23:26:07.681809,1629,715
2025-04-12 23:26:07.691804,1628,710
2025-04-12 23:26:07.701907,1626,706
2025-04-12 23:26:07.711902,1622,698
2025-04-12 23:26:07.721508,1616,691
2025-04-12 23:26:07.732017,1605,675
2025-04-12 23:26:07.742057,1595,662
2025-04-12 23:26:07.752057,1580,648
2025-04-12 23:26:07.762057,1573,644
2025-04-12 23:26:07.773045,1565,638
2025-04-12 23:26:07.782101,1563,638
2025-04-12 23:26:07.792105,1559,637
2025-04-12 23:26:07.802110,1555,635
2025-04-12 23:26:07.812191,1553,635
2025-04-12 23:26:07.822729,1549,633
2025-04-12 23:26:07.831741,1546,632
2025-04-12 23:26:07.841952,1539,631
2025-04-12 23:26:07.852227,1536,630
2025-04-12 23:26:07.861838,1530,630
2025-04-12 23:26:07.872839,1527,630
2025-04-12 23:26:07.881437,1524,630
2025-04-12 23:26:07.891615,1521,631
2025-04-12 23:26:07.902174,1520,632
2025-04-12 23:26:07.912011,1517,632
2025-04-12 23:26:07.921852,1515,632
2025-04-12 23:26:07.931876,1514,632
2025-04-12 23:26:07.941899,1513,632
2025-04-12 23:26:07.951873,1513,632
2025-04-12 23:26:07.962498,1511,632
2025-04-12 23:26:07.971972,1511,632
2025-04-12 23:26:07.981970,1510,632
2025-04-12 23:26:07.993397,1510,632
2025-04-12 23:26:08.001505,1510,632
2025-04-12 23:26:08.011498,1509,632
2025-04-12 23:26:08.021860,1509,632
2025-04-12 23:26:08.031883,1509,632
2025-04-12 23:26:08.042373,1509,632
2025-04-12 23:26:08.052317,1509,632
2025-04-12 23:26:08.062316,1508,631
2025-04-12 23:26:08.072391,1508,631
2025-04-12 23:26:08.082038,1507,630
2025-04-12 23:26:08.092252,1507,630
2025-04-12 23:26:08.101786,1507,629
2025-04-12 23:26:08.112197,1506,628
2025-04-12 23:26:08.122197,1505,628
2025-04-12 23:26:08.132207,1503,627
2025-04-12 23:26:08.141562,1501,625
2025-04-12 23:26:08.151918,1497,623
2025-04-12 23:26:08.162365,1495,622
2025-04-12 23:26:08.171874,1488,620
2025-04-12 23:26:08.181957,1486,619
2025-04-12 23:26:08.191959,1480,618
2025-04-12 23:26:08.201517,1475,618
2025-04-12 23:26:08.211505,1468,618
2025-04-12 23:26:08.221892,1462,618
2025-04-12 23:26:08.232315,1454,618
2025-04-12 23:26:08.243808,1452,618
2025-04-12 23:26:08.251823,1449,618
2025-04-12 23:26:08.261823,1444,618
2025-04-12 23:26:08.271820,1442,619
2025-04-12 23:26:08.281962,1436,620
2025-04-12 23:26:08.291722,1433,620
2025-04-12 23:26:08.302474,1429,621
2025-04-12 23:26:08.311481,1427,621
2025-04-12 23:26:08.322479,1422,622
2025-04-12 23:26:08.331436,1420,622
2025-04-12 23:26:08.341448,1418,623
2025-04-12 23:26:08.351753,1416,623
2025-04-12 23:26:08.361826,1415,623
2025-04-12 23:26:08.371840,1412,623
2025-04-12 23:26:08.381444,1411,623
2025-04-12 23:26:08.391444,1408,623
2025-04-12 23:26:08.401988,1408,623
2025-04-12 23:26:08.411996,1405,623
2025-04-12 23:26:08.422057,1404,623
2025-04-12 23:26:08.432093,1403,623
2025-04-12 23:26:08.441628,1402,623
2025-04-12 23:26:08.451431,1401,623
2025-04-12 23:26:08.462302,1400,623
2025-04-12 23:26:08.472301,1400,623
2025-04-12 23:26:08.481483,1400,623
2025-04-12 23:26:08.492986,1399,623
2025-04-12 23:26:08.501524,1399,623
2025-04-12 23:26:08.511927,1399,623
2025-04-12 23:26:08.522490,1399,623
2025-04-12 23:26:08.531495,1399,623
2025-04-12 23:26:08.541806,1399,623
2025-04-12 23:26:08.551664,1399,624
2025-04-12 23:26:08.562741,1399,624
2025-04-12 23:26:08.571508,1399,624
2025-04-12 23:26:08.581524,1399,624
2025-04-12 23:26:08.591534,1399,624
2025-04-12 23:26:08.601418,1399,624
2025-04-12 23:26:08.612453,1399,624
2025-04-12 23:26:08.622342,1399,624
2025-04-12 23:26:08.632128,1399,624
2025-04-12 23:26:08.642122,1399,624
2025-04-12 23:26:08.651647,1399,624
2025-04-12 23:26:08.661403,1399,624
2025-04-12 23:26:08.672335,1399,624
2025-04-12 23:26:08.682366,1399,624
2025-04-12 23:26:08.692529,1399,624
2025-04-12 23:26:08.701974,1399,624
2025-04-12 23:26:08.711495,1399,624
2025-04-12 23:26:08.721830,1399,624
2025-04-12 23:26:08.731545,1399,624
2025-04-12 23:26:08.742333,1399,624
2025-04-12 23:26:08.752046,1399,624
2025-04-12 23:26:08.761702,1399,624
2025-04-12 23:26:08.771701,1399,624
2025-04-12 23:26:08.781562,1399,624
2025-04-12 23:26:08.791579,1399,624
2025-04-12 23:26:08.802140,1399,624
2025-04-12 23:26:08.812140,1399,624
2025-04-12 23:26:08.822139,1399,624
2025-04-12 23:26:08.831797,1399,624
2025-04-12 23:26:08.841800,1399,624
2025-04-12 23:26:08.851788,1399,624
2025-04-12 23:26:08.862296,1399,624
2025-04-12 23:26:08.871757,1399,624
2025-04-12 23:26:08.881768,1399,624
2025-04-12 23:26:08.891691,1399,624
2025-04-12 23:26:08.901660,1399,624
2025-04-12 23:26:08.911595,1399,624
2025-04-12 23:26:08.921475,1399,624
2025-04-12 23:26:08.931588,1399,624
2025-04-12 23:26:08.941886,1399,624
2025-04-12 23:26:08.951640,1399,624
2025-04-12 23:26:08.961653,1399,624
2025-04-12 23:26:08.971440,1399,624
2025-04-12 23:26:08.982008,1399,624
2025-04-12 23:26:08.992031,1399,624
2025-04-12 23:26:09.001416,1399,624
2025-04-12 23:26:09.011621,1399,624
2025-04-12 23:26:09.021465,1399,624
2025-04-12 23:26:09.031438,1399,624
2025-04-12 23:26:09.041493,1399,624
2025-04-12 23:26:09.160056,1399,624
2025-04-12 23:26:09.198764,1399,624
